# webcelex random #50%
Head;;HeadSyl;;PhonSylCLX;;SylCnt
cherubic;;che-ru-bic;;JE-ru-bIk;;3
cherubically;;che-ru-bi-cal-ly;;JE-ru-bI-k@-lI;;5
chervil;;cher-vil;;J3-vIl;;2
Cheshire;;Chesh-ire;;JE-S@R;;2
Cheshire cat;;Chesh-ire cat;;"JE-S@-k{t;;3
chess;;chess;;JEs;;1
chessboard;;chess-board;;JEs-b$d;;2
chessman;;chess-man;;JEs-m{n;;2
chest;;chest;;JEst;;1
chesterfield;;ches-ter-field;;JE-st@-fild;;3
chestnut;;chest-nut;;JEs-nVt;;2
chest of drawers;;chest of draw-ers;;"JEst-Qv-dr$z;;3
chevalier;;chev-a-lier;;"SE-v@-l7R;;3
chevron;;chev-ron;;SE-vr@n;;2
chew;;chew;;Ju;;1
chewing-gum;;chew-ing--gum;;Ju-IN-gVm;;3
Chianti;;Chi-an-ti;;kI-{n-tI;;3
Chianti;;Chi-an-ti;;kI-{n-tI;;3
chiaroscuro;;chi-a-ro-scu-ro;;kI-"#-r@-sk9-r5;;5
chic;;chic;;Sik;;1
Chicano;;Chi-ca-no;;JI-k#-n5;;3
chichi;;chi-chi;;Si-Si;;2
chick;;chick;;JIk;;1
chicken;;chick-en;;JI-kIn;;2
chicken;;chick-en;;JI-kIn;;2
chickenfeed;;chick-en-feed;;JI-kIn-fid;;3
chickenhearted;;chick-en-heart-ed;;JI-kIn-"h#-tId;;4
chicle;;chic-le;;JI-k@l;;2
chicly;;chic-ly;;JI-klI;;2
chicory;;chic-o-ry;;JI-k@-rI;;3
chief inspector;;chief in-spec-tor;;"Jif-In-spEk-t@R;;4
chief justice;;chief jus-tice;;"Jif-_V-stIs;;3
chieftain;;chief-tain;;Jif-t@n;;2
chieftainship;;chief-tain-ship;;Jif-t@n-SIp;;3
chiffonier;;chif-fo-nier;;"SI-f@-n7R;;3
chigger;;chig-ger;;JI-g@R;;2
chignon;;chi-gnon;;Sin-jQn;;2
chigoe;;chig-oe;;JI-g5;;2
chihuahua;;chi-hua-hua;;JI-w#-w@;;3
child;;child;;J2ld;;1
child's-play;;child's--play;;J2ldz-pl1;;2
Chilean;;Chi-le-an;;JI-l7n;;2
chill;;chill;;JIl;;1
chill;;chill;;JIl;;1
chilliness;;chil-li-ness;;JI-lI-nIs;;3
chilly;;chil-ly;;JI-lI;;2
chime;;chime;;J2m;;1
chime in;;chime in;;"J2m-In;;2
chimeric;;chi-mer-ic;;k2-mE-rIk;;3
chimneybreast;;chim-ney-breast;;JIm-nI-brEst;;3
chimneypiece;;chim-ney-piece;;JIm-nI-pis;;3
chimneystack;;chim-ney-stack;;JIm-nI-st{k;;3
chimneysweeper;;chim-ney-sweep-er;;JIm-nI-"swi-p@R;;4
chimp;;chimp;;JImp;;1
chimpanzee;;chim-pan-zee;;"JIm-p@n-zi;;3
china;;chi-na;;J2-n@;;2
china-closet;;chi-na--clos-et;;J2-n@-"klQ-zIt;;4
chinaware;;chi-na-ware;;J2-n@-w8R;;3
chinchilla;;chin-chil-la;;JIn-JI-l@;;3
chine;;chine;;J2n;;1
Chinese;;Chin-ese;;"J2-niz;;2
Chinese;;Chin-ese;;"J2-niz;;2
Chinese chequers;;Chin-ese cheq-uers;;"J2-niz-JE-k@z;;4
chip;;chip;;JIp;;1
chip;;chip;;JIp;;1
chipmunk;;chip-munk;;JIp-mVNk;;2
Chippendale;;Chip-pen-dale;;JI-p@n-d1l;;3
Chippendale;;Chip-pen-dale;;JI-p@n-d1l;;3
Chippendale;;Chip-pen-dale;;JI-p@n-d1l;;3
Chipper;;Chip-per;;JI-p@R;;2
chiropodist;;chi-rop-o-dist;;kI-rQ-p@-dIst;;4
chiropody;;chi-rop-o-dy;;kI-rQ-p@-dI;;4
chirp;;chirp;;J3p;;1
chirp;;chirp;;J3p;;1
chirpily;;chirp-i-ly;;J3-pI-lI;;3
chirrup;;chir-rup;;JI-r@p;;2
chisel;;chis-el;;JI-zP;;2
chisel;;chis-el;;JI-zP;;2
chivalrous;;chiv-al-rous;;SI-vP-r@s;;3
chivalrously;;chiv-al-rous-ly;;SI-vP-r@s;;3
chivalry;;chiv-al-ry;;SI-vP-rI;;3
chloric;;chlo-ric;;kl$-rIk;;2
chloride;;chlo-ride;;kl$-r2d;;2
chlorinate;;chlo-rin-ate;;kl$-rI-n1t;;3
chloroform;;chlo-ro-form;;klQ-r@-f$m;;3
choc;;choc;;JQk;;1
choc-bar;;choc--bar;;JQk-b#R;;2
chock-a-block;;chock--a--block;;"JQ-k@-blQk;;3
chock-a-block;;chock--a--block;;"JQ-k@-blQk;;3
chocolate;;choc-o-late;;JQ-k@-l@t;;3
chocolate;;choc-o-late;;JQ-k@-l@t;;3
chocolate #eclair;;choc-o-late e-clair;;"JQ-k@-l@t-1-kl8R;;5
choice;;choice;;J4s;;1
choice;;choice;;J4s;;1
choicely;;choice-ly;;J4s-lI;;2
choiceness;;choice-ness;;J4s-nIs;;2
choir;;choir;;kw2-@R;;2
choirmaster;;choir-mas-ter;;kw2-@-"m#-st@R;;4
choir screen;;choir screen;;kw2-@-skrin;;3
choke;;choke;;J5k;;1
choke;;choke;;J5k;;1
choke down;;choke down;;"J5k-d6n;;2
choker;;chok-er;;J5-k@R;;2
choleric;;chol-er-ic;;kQ-l@-rIk;;3
cholerically;;chol-er-i-cal-ly;;kQ-l@-rI-k@-lI;;5
cholesterol;;cho-les-ter-ol;;k@-lEs-t@-rQl;;4
choosy;;choos-y;;Ju-zI;;2
chop;;chop;;JQp;;1
chop;;chop;;JQp;;1
chop;;chop;;JQp;;1
chop-chop;;chop--chop;;JQp-JQp;;2
chop down;;chop down;;"JQp-d6n;;2
chopfallen;;chop-fall-en;;JQp-"f$-l@n;;3
chophouse;;chop-house;;JQp-h6s;;2
chop off;;chop off;;"JQp-Qf;;2
chopper;;chop-per;;JQ-p@R;;2
choppers;;chop-pers;;JQ-p@z;;2
choppiness;;chop-pi-ness;;JQ-pI-nIs;;3
chop suey;;chop su-ey;;"JQp-su-I;;3
chorale;;cho-rale;;kQ-r#l;;2
chore;;chore;;J$R;;1
choreographer;;cho-re-og-ra-pher;;"kQ-rI-Q-gr@-f@R;;5
choreography;;cho-re-og-ra-phy;;"kQ-rI-Q-gr@-fI;;5
chorister;;chor-is-ter;;kQ-rI-st@R;;3
chorus;;cho-rus;;k$-r@s;;2
chorus;;cho-rus;;k$-r@s;;2
chorus-girl;;cho-rus--girl;;k$-r@s-g3l;;3
Christ;;Christ;;kr2st;;1
Christ;;Christ;;kr2st;;1
christen;;chris-ten;;krI-sH;;2
Christendom;;Chris-ten-dom;;kr2st-d@m;;2
Christian;;Chris-tian;;krIs-J@n;;2
Christian era;;Chris-tian e-ra;;"krIs-J@n-7-r@;;4
Christian Scientist;;Chris-tian Sci-en-tist;;"krIs-J@n-s2-@n-tIst;;5
Christmas;;Christ-mas;;krIs-m@s;;2
Christmas-box;;Christ-mas--box;;krIs-m@s-bQks;;3
Christmas cracker;;Christ-mas crack-er;;"krIs-m@s-kr{-k@R;;4
Christmas pudding;;Christ-mas pud-ding;;"krIs-m@s-pU-dIN;;4
Christmastime;;Christ-mas-time;;krIs-m@s-t2m;;3
chromatic;;chro-mat-ic;;kr5-m{-tIk;;3
chromosome;;chro-mo-some;;kr5-m@-s5m;;3
chronic;;chron-ic;;krQ-nIk;;2
chronological;;chron-o-log-i-cal;;"krQ-n@-lQ-_I-kP;;5
chronologically;;chron-o-log-i-cal-ly;;"krQ-n@-lQ-_I-k@-lI;;6
chrysalis;;chrys-a-lis;;krI-s@-lIs;;3
chubby;;chub-by;;JV-bI;;2
chuck;;chuck;;JVk;;1
chuck;;chuck;;JVk;;1
chuckle;;chuck-le;;JV-kP;;2
chug;;chug;;JVg;;1
chukker;;chuk-ker;;JV-k@R;;2
chunk;;chunk;;JVNk;;1
chunky;;chunk-y;;JVN-kI;;2
church;;church;;J3J;;1
church;;church;;J3J;;1
Church of England;;Church of Eng-land;;"J3J-Qv-IN-gl@nd;;4
Church of Scotland;;Church of Scot-land;;"J3J-Qv-skQt-l@nd;;4
churchwarden;;church-ward-en;;"J3J-w$-dH;;3
churchyard;;church-yard;;J3J-j#d;;2
churlish;;churl-ish;;J3-lIS;;2
churlishness;;churl-ish-ness;;J3-lIS-nIs;;3
churn;;churn;;J3n;;1
churn out;;churn out;;"J3n-6t;;2
chutney;;chut-ney;;JVt-nI;;2
CI;;CI;;"si-2;;2
CIA;;CIA;;"si-2-1;;3
cicada;;ci-ca-da;;sI-k#-d@;;3
cicatrix;;cic-a-trix;;sI-k@-trIks;;3
CID;;CID;;"si-2-di;;3
cider;;ci-der;;s2-d@R;;2
ciderpress;;ci-der-press;;s2-d@-prEs;;3
cigar;;ci-gar;;sI-g#R;;2
cigarette;;cig-a-rette;;"sI-g@-rEt;;3
cigarette-case;;cig-a-rette--case;;"sI-g@-rEt-k1s;;4
cigarette lighter;;cig-a-rette light-er;;"sI-g@-rEt-"l2-t@R;;5
cigar-shaped;;ci-gar--shaped;;sI-g#-S1pt;;3
C-in-C;;C--in--C;;"si-In-si;;3
cinch;;cinch;;sInJ;;1
cinchona;;cin-cho-na;;sIN-k5-n@;;3
Cinderella;;Cin-der-el-la;;"sIn-d@-rE-l@;;4
Cinderella;;Cin-der-el-la;;"sIn-d@-rE-l@;;4
cinders;;cin-ders;;sIn-d@z;;2
cinema;;cin-e-ma;;sI-n@-m@;;3
cinematograph;;cin-e-mat-o-graph;;"sI-n@-m{-t@-gr#f;;5
cinnamon;;cin-na-mon;;sI-n@-m@n;;3
cinquefoil;;cinque-foil;;sINk-f4l;;2
circa;;cir-ca;;s3-k@;;2
circle;;cir-cle;;s3-kP;;2
circular;;cir-cu-lar;;s3-kjU-l@R;;3
circular;;cir-cu-lar;;s3-kjU-l@R;;3
circularize;;cir-cu-lar-ize;;s3-kjU-l@-r2z;;4
circular saw;;cir-cu-lar saw;;"s3-kjU-l@-s$;;4
circulate;;cir-cu-late;;s3-kjU-l1t;;3
circulation;;cir-cu-la-tion;;"s3-kjU-l1-SH;;4
circulatory system;;cir-cu-la-to-ry sys-tem;;s3-kjU-l@-t@-rI-"sI-st@m;;7
circumference;;cir-cum-fer-ence;;s@-kVm-f@-r@ns;;4
circumflex;;cir-cum-flex;;s3-k@m-flEks;;3
circumlocution;;cir-cum-lo-cu-tion;;"s3-k@m-l@-kju-SH;;5
circumlocutory;;cir-cum-loc-u-to-ry;;"s3-k@m-lQ-kjU-t@-rI;;6
circumnavigate;;cir-cum-nav-i-gate;;"s3-k@m-n{-vI-g1t;;5
circumnavigation;;cir-cum-nav-i-ga-tion;;"s3-k@m-"n{-vI-g1-SH;;6
circumscribe;;cir-cum-scribe;;s3-k@m-skr2b;;3
circumspection;;cir-cum-spec-tion;;"s3-k@m-spEk-SH;;4
circumstantial;;cir-cum-stan-tial;;"s3-k@m-st{n-SP;;4
circumstantially;;cir-cum-stan-tial-ly;;"s3-k@m-st{n-S@-lI;;5
circus;;cir-cus;;s3-k@s;;2
cirrus;;cir-rus;;sI-r@s;;2
cistern;;cis-tern;;sI-st@n;;2
citizenship;;cit-i-zen-ship;;sI-tI-zH-SIp;;4
citrous;;cit-rous;;sI-tr@s;;2
city-state;;cit-y--state;;"sI-tI-st1t;;3
civet;;civ-et;;sI-vIt;;2
civil defence;;civ-il de-fence;;"sI-vP-dI-fEns;;4
civil disobedience;;civ-il dis-o-be-di-ence;;"sI-vP-dI-s@-bi-dj@ns;;6
civilian;;ci-vil-ian;;sI-vIl-j@n;;3
civil law;;civ-il law;;"sI-vP-l$;;3
civil liberty;;civ-il lib-er-ty;;"sI-vP-lI-b@-tI;;5
civil list;;civ-il list;;sI-vP-lIst;;3
civil marriage;;civ-il mar-riage;;"sI-vP-m{-rI_;;4
civil rights;;civ-il rights;;"sI-vP-r2ts;;3
civil service;;civ-il serv-ice;;"sI-vP-s3-vIs;;4
civvy street;;civ-vy street;;sI-vI-strit;;3
clack;;clack;;kl{k;;1
clad;;clad;;kl{d;;1
claim;;claim;;kl1m;;1
claim;;claim;;kl1m;;1
claimant;;claim-ant;;kl1-m@nt;;2
clairvoyant;;clair-voy-ant;;kl8-v4-@nt;;3
clam;;clam;;kl{m;;1
clam;;clam;;kl{m;;1
clambake;;clam-bake;;kl{m-b1k;;2
clamber;;clam-ber;;kl{m-b@R;;2
clamber;;clam-ber;;kl{m-b@R;;2
clamminess;;clam-mi-ness;;kl{-mI-nIs;;3
clammy;;clam-my;;kl{-mI;;2
clamour;;clam-our;;kl{-m@R;;2
clamour;;clam-our;;kl{-m@R;;2
clamp;;clamp;;kl{mp;;1
clan;;clan;;kl{n;;1
clandestine;;clan-des-tine;;kl{n-dE-stIn;;3
clang;;clang;;kl{N;;1
clanger;;clang-er;;kl{-N@R;;2
clangorous;;clang-or-ous;;kl{N-g@-r@s;;3
clangour;;clang-our;;kl{-N@R;;2
clank;;clank;;kl{Nk;;1
clank;;clank;;kl{Nk;;1
clannishly;;clan-nish-ly;;kl{-nIS-lI;;3
clansman;;clans-man;;kl{nz-m@n;;2
clap;;clap;;kl{p;;1
clapboard;;clap-board;;kl{p-b$d;;2
clap on;;clap on;;"kl{p-Qn;;2
clapped-out;;clapped--out;;"kl{pt-6t;;2
clapper;;clap-per;;kl{-p@R;;2
claptrap;;clap-trap;;kl{p-tr{p;;2
claque;;claque;;kl{k;;1
claret;;clar-et;;kl{-r@t;;2
clarification;;clar-i-fi-ca-tion;;"kl{-rI-fI-k1-SH;;5
clarify;;clar-i-fy;;kl{-rI-f2;;3
clarinettist;;clar-i-net-tist;;"kl{-r@-nE-tIst;;4
clarion;;clar-i-on;;kl{-r7n;;2
clarity;;clar-i-ty;;kl{-r@-tI;;3
clash;;clash;;kl{S;;1
clasp;;clasp;;kl#sp;;1
clasp;;clasp;;kl#sp;;1
class;;class;;kl#s;;1
class;;class;;kl#s;;1
class-consciousness;;class--con-scious-ness;;"kl#s-kQn-S@s-nIs;;4
class-fellow;;class--fel-low;;kl#s-"fE-l5;;3
classic;;clas-sic;;kl{-sIk;;2
classical;;clas-si-cal;;kl{-sI-kP;;3
classicalism;;clas-si-cal-ism;;kl{-sI-k@-lI-z@m;;5
classically;;clas-si-cal-ly;;kl{-sI-k@-lI;;4
classicism;;clas-si-cism;;kl{-sI-sI-z@m;;4
classics;;clas-sics;;kl{-sIks;;2
classify;;clas-si-fy;;kl{-sI-f2;;3
classlessness;;class-less-ness;;kl#s-lIs-nIs;;3
classroom;;class-room;;kl#s-rUm;;2
class war;;class war;;"kl#s-w$R;;2
claustrophobia;;claus-tro-pho-bi-a;;"kl$s-tr@-f5-bj@;;4
claw;;claw;;kl$;;1
claw-hammer;;claw--ham-mer;;kl$-"h{-m@R;;3
clayey;;clay-ey;;kl1-I;;2
clean;;clean;;klin;;1
clean;;clean;;klin;;1
clean;;clean;;klin;;1
clean-bowled;;clean--bowled;;"klin-b5ld;;2
clean-cut;;clean--cut;;"klin-kVt;;2
cleaner;;clean-er;;kli-n@R;;2
cleaner's;;clean-er's;;kli-n@z;;2
cleanliness;;clean-li-ness;;klEn-lI-nIs;;3
clean-living;;clean--liv-ing;;"klin-lI-vIN;;3
cleanly;;clean-ly;;klEn-lI;;2
clean out;;clean out;;"klin-6t;;2
cleanse;;cleanse;;klEnz;;1
clean up;;clean up;;"klin-Vp;;2
clear;;clear;;kl7R;;1
clear;;clear;;kl7R;;1
clearance sale;;clear-ance sale;;kl7-r@ns-s1l;;3
clear-headedly;;clear--head-ed-ly;;"kl7-hE-dId-lI;;4
clear-headedness;;clear--head-ed-ness;;"kl7-hE-dId-nIs;;4
clearing;;clear-ing;;kl7-rIN;;2
clearly;;clear-ly;;kl7-lI;;2
clear off;;clear off;;"kl7-rQf;;2
clear-sighted;;clear--sight-ed;;"kl7-s2-tId;;3
clear up;;clear up;;"kl7-rVp;;2
clearway;;clear-way;;kl7-w1;;2
cleat;;cleat;;klit;;1
cleavage;;cleav-age;;kli-vI_;;2
cleave;;cleave;;kliv;;1
clef;;clef;;klEf;;1
clematis;;clem-a-tis;;klE-m@-tIs;;3
clemency;;clem-en-cy;;klE-m@n-sI;;3
clement;;clem-ent;;klE-m@nt;;2
Clements;;Clem-ents;;klE-m@nts;;2
clench;;clench;;klEnJ;;1
clerestory;;clere-sto-ry;;kl7-"st$-rI;;3
clergyman;;cler-gy-man;;kl3-_I-m@n;;3
clerical;;cler-i-cal;;klE-rI-kP;;3
clerically;;cler-i-cal-ly;;klE-rI-k@-lI;;4
clerihew;;cler-i-hew;;klE-rI-hju;;3
clerk;;clerk;;kl#k;;1
clerk of works;;clerk of works;;"kl#k-Qv-w3ks;;3
clever;;clev-er;;klE-v@R;;2
clever dick;;clev-er dick;;klE-v@-dIk;;3
cleverly;;clev-er-ly;;klE-v@-lI;;3
clew;;clew;;klu;;1
clew;;clew;;klu;;1
click;;click;;klIk;;1
click;;click;;klIk;;1
client;;cli-ent;;kl2-@nt;;2
clientele;;cli-en-tele;;"kli-@n-tEl;;3
cliff;;cliff;;klIf;;1
Cliff;;Cliff;;klIf;;1
climacteric;;cli-mac-ter-ic;;kl2-m{k-t@-rIk;;4
climatic;;cli-mat-ic;;kl2-m{-tIk;;3
climatical;;cli-mat-i-cal;;kl2-m{-tI-kP;;4
climatically;;cli-mat-i-cal-ly;;kl2-m{-tI-k@-lI;;5
climatology;;cli-ma-tol-o-gy;;"kl2-m@-tQ-l@-_I;;5
climax;;cli-max;;kl2-m{ks;;2
climb;;climb;;kl2m;;1
climb;;climb;;kl2m;;1
climber;;climb-er;;kl2-m@R;;2
clinch;;clinch;;klInJ;;1
clincher;;clinch-er;;klIn-J@R;;2
cline;;cline;;kl2n;;1
clinical;;clin-i-cal;;klI-nI-kP;;3
clinical thermometer;;clin-i-cal ther-mom-e-ter;;"klI-nI-kP-T@-mQ-mI-t@R;;7
clink;;clink;;klINk;;1
clink;;clink;;klINk;;1
clink;;clink;;klINk;;1
clinker;;clink-er;;klIN-k@R;;2
clip;;clip;;klIp;;1
clip;;clip;;klIp;;1
clipboard;;clip-board;;klIp-b$d;;2
cliquey;;cli-quey;;kli-kI;;2
cliquishness;;cli-quish-ness;;kli-kIS-nIs;;3
cloakroom;;cloak-room;;kl5k-rUm;;2
clobber;;clob-ber;;klQ-b@R;;2
clock;;clock;;klQk;;1
clock-dial;;clock--di-al;;klQk-"d2-@l;;3
clock-face;;clock--face;;klQk-f1s;;2
clock-golf;;clock--golf;;"klQk-gQlf;;2
clock off;;clock off;;"klQk-Qf;;2
clock out;;clock out;;"klQk-6t;;2
clock-tower;;clock--tow-er;;klQk-"t6-@R;;3
clock-watcher;;clock--watch-er;;klQk-"wQ-J@R;;3
clock-watching;;clock--watch-ing;;klQk-"wQ-JIN;;3
cloddish;;clod-dish;;klQ-dIS;;2
clodhopper;;clod-hop-per;;klQd-"hQ-p@R;;3
clog;;clog;;klQg;;1
clog dancer;;clog danc-er;;klQg-"d#n-s@R;;3
clog dancing;;clog danc-ing;;klQg-"d#n-sIN;;3
cloggy;;clog-gy;;klQ-gI;;2
clone;;clone;;kl5n;;1
clop;;clop;;klQp;;1
clop;;clop;;klQp;;1
close;;close;;kl5s;;1
close;;close;;kl5z;;1
close;;close;;kl5s;;1
close call;;close call;;"kl5s-k$l;;2
close-cropped;;close--cropped;;"kl5s-krQpt;;2
close-cut;;close--cut;;"kl5s-kVt;;2
closed;;closed;;kl5zd;;1
closed book;;closed book;;"kl5zd-bUk;;2
closed circuit;;closed cir-cuit;;"kl5zd-s3-kIt;;3
closed-door;;closed--door;;"kl5zd-d$R;;2
closedown;;close-down;;kl5z-d6n;;2
closed shop;;closed shop;;"kl5zd-SQp;;2
closefisted;;close-fist-ed;;"kl5s-fI-stId;;3
close-fitting;;close--fit-ting;;"kl5s-fI-tIN;;3
close-grained;;close--grained;;"kl5s-gr1nd;;2
close-hauled;;close--hauled;;"kl5s-h$ld;;2
close-knit;;close--knit;;"kl5s-nIt;;2
closeout;;close-out;;kl5z-6t;;2
close out;;close out;;"kl5z-6t;;2
close-set;;close--set;;"kl5s-sEt;;2
closet;;clos-et;;klQ-zIt;;2
closet;;clos-et;;klQ-zIt;;2
close with;;close with;;kl5z-wID;;2
clot;;clot;;klQt;;1
cloth;;cloth;;klQT;;1
clothes;;clothes;;kl5Dz;;1
clothes-hanger;;clothes--hang-er;;kl5Dz-"h{-N@R;;3
clotheshorse;;clothes-horse;;kl5Dz-h$s;;2
clothespin;;clothes-pin;;kl5Dz-pIn;;2
clothes tree;;clothes tree;;kl5Dz-tri;;2
clothing;;cloth-ing;;kl5-DIN;;2
cloture;;clo-ture;;kl5-J@R;;2
cloud;;cloud;;kl6d;;1
cloudbank;;cloud-bank;;kl6d-b{Nk;;2
cloudburst;;cloud-burst;;kl6d-b3st;;2
cloud-capped;;cloud--capped;;kl6d-k{pt;;2
cloud chamber;;cloud cham-ber;;kl6d-"J1m-b@R;;3
cloudiness;;cloud-i-ness;;kl6-dI-nIs;;3
cloudless;;cloud-less;;kl6d-lIs;;2
clout;;clout;;kl6t;;1
clove hitch;;clove hitch;;kl5v-hIJ;;2
cloven foot;;clo-ven foot;;"kl5-vH-fUt;;3
cloverleaf;;clo-ver-leaf;;kl5-v@-"lif;;3
clownish;;clown-ish;;kl6-nIS;;2
clownishly;;clown-ish-ly;;kl6-nIS-lI;;3
clownishness;;clown-ish-ness;;kl6-nIS-nIs;;3
clubbable;;club-ba-ble;;klV-b@-bP;;3
club together;;club to-geth-er;;"klVb-t@-gE-D@R;;4
cluck;;cluck;;klVk;;1
clue;;clue;;klu;;1
clue in;;clue in;;"klu-In;;2
clump;;clump;;klVmp;;1
clump;;clump;;klVmp;;1
clumsiness;;clum-si-ness;;klVm-zI-nIs;;3
clumsy;;clum-sy;;klVm-zI;;2
clunk;;clunk;;klVNk;;1
clutch;;clutch;;klVJ;;1
clutch;;clutch;;klVJ;;1
clutch at;;clutch at;;klVJ-{t;;2
clutches;;clutch-es;;klV-JIz;;2
cm;;cm;;sEn-tI-"mi-t@R;;4
Co.;;Co.;;k6n-tI;;2
coach;;coach;;k5J;;1
coachbuilder;;coach-build-er;;k5J-"bIl-d@R;;3
coachman;;coach-man;;k5J-m@n;;2
coachwork;;coach-work;;k5J-w3k;;2
coagulant;;co-ag-u-lant;;k5-{-gjU-l@nt;;4
coagulation;;co-ag-u-la-tion;;k5-"{-gjU-l1-SH;;5
coalesce;;co-a-lesce;;"k5-@-lEs;;3
coalface;;coal-face;;k5l-f1s;;2
coal-gas;;coal--gas;;k5l-g{s;;2
coalhole;;coal-hole;;k5l-h5l;;2
coaling-station;;coal-ing--sta-tion;;k5-lIN-"st1-SH;;4
coalition;;co-a-li-tion;;"k5-@-lI-SH;;4
coal measure;;coal meas-ure;;k5l-"mE-Z@R;;3
coalscuttle;;coal-scut-tle;;k5l-"skV-tP;;3
coal-tar;;coal--tar;;"k5l-t#R;;2
coarse;;coarse;;k$s;;1
coarse fish;;coarse fish;;k$s-fIS;;2
coast;;coast;;k5st;;1
coast;;coast;;k5st;;1
coaster;;coast-er;;k5-st@R;;2
coastguard;;coast-guard;;k5st-g#d;;2
coastguardsman;;coast-guards-man;;k5st-g#dz-m@n;;3
coastline;;coast-line;;k5st-l2n;;2
coastwise;;coast-wise;;k5st-w2z;;2
coatee;;coat-ee;;k5-ti;;2
coating;;coat-ing;;k5-tIN;;2
coat of mail;;coat of mail;;"k5t-Qv-m1l;;3
coat-tails;;coat--tails;;k5t-t1lz;;2
coauthor;;co-au-thor;;"k5-$-T@R;;3
coax;;coax;;k5ks;;1
cobalt;;co-balt;;k5-b$lt;;2
cobber;;cob-ber;;kQ-b@R;;2
cobble;;cob-ble;;kQ-bP;;2
cobblestone;;cob-ble-stone;;kQ-bP-st5n;;3
coca;;co-ca;;k5-k@;;2
Coca-Cola;;Co-ca--Co-la;;"k5-k@-k5-l@;;4
cochineal;;coch-i-neal;;kQ-JI-nil;;3
cock;;cock;;kQk;;1
cock;;cock;;kQk;;1
cock-a-hoop;;cock--a--hoop;;"kQ-k@-hup;;3
cockatoo;;cock-a-too;;"kQ-k@-tu;;3
cocker;;cock-er;;kQ-k@R;;2
cockerel;;cock-er-el;;kQ-k@-r@l;;3
cockfight;;cock-fight;;kQk-f2t;;2
cockfighting;;cock-fight-ing;;kQk-"f2-tIN;;3
cockleshell;;cock-le-shell;;kQ-kP-SEl;;3
cockney;;cock-ney;;kQk-nI;;2
cockroach;;cock-roach;;kQk-r5J;;2
cocktail;;cock-tail;;kQk-t1l;;2
cocktail dress;;cock-tail dress;;kQk-t1l-drEs;;3
cocktail lounge;;cock-tail lounge;;kQk-t1l-l6n_;;3
cock-up;;cock--up;;kQk-Vp;;2
coco;;co-co;;k5-k5;;2
coconut;;co-co-nut;;k5-k@-nVt;;3
coconut matting;;co-co-nut mat-ting;;"k5-k@-nVt-m{-tIN;;5
coconut palm;;co-co-nut palm;;k5-k@-nVt-p#m;;4
coconut shy;;co-co-nut shy;;k5-k@-nVt-S2;;4
cocoon;;co-coon;;k@-kun;;2
cocotte;;co-cotte;;kQ-kQt;;2
coddle;;cod-dle;;kQ-dP;;2
code;;code;;k5d;;1
codeine;;co-deine;;k5-din;;2
codger;;cod-ger;;kQ-_@R;;2
codify;;cod-i-fy;;k5-dI-f2;;3
codlin;;cod-lin;;kQd-lIn;;2
codling;;cod-ling;;kQd-lIN;;2
cod-liver oil;;cod--liv-er oil;;"kQd-lI-v@-r4l;;4
coed;;co-ed;;"k5-Ed;;2
coeducation;;co-ed-u-ca-tion;;"k5-E-dju-k1-SH;;5
coeducational;;co-ed-u-ca-tion-al;;"k5-E-dju-k1-S@-nP;;6
coequal;;co-e-qual;;k5-i-kw@l;;3
coerce;;co-erce;;k5-3s;;2
coercion;;co-er-cion;;k5-3-SH;;3
coercively;;co-er-cive-ly;;k5-3-sIv-lI;;4
coerciveness;;co-er-cive-ness;;k5-3-sIv-nIs;;4
coeternal;;co-e-ter-nal;;"k5-I-t3-nP;;4
coeternally;;co-e-ter-nal-ly;;"k5-I-t3-nP-I;;5
coeval;;co-e-val;;k5-i-vP;;3
coffee bar;;cof-fee bar;;kQ-fI-b#R;;3
coffee break;;cof-fee break;;kQ-fI-br1k;;3
coffee shop;;cof-fee shop;;kQ-fI-SQp;;3
coffee table;;cof-fee ta-ble;;kQ-fI-"t1-bP;;4
coffer;;cof-fer;;kQ-f@R;;2
cofferdam;;cof-fer-dam;;kQ-f@-d{m;;3
coffers;;cof-fers;;kQ-f@z;;2
coffin;;cof-fin;;kQ-fIn;;2
cog;;cog;;kQg;;1
cogent;;co-gent;;k5-_@nt;;2
cogitation;;cog-i-ta-tion;;"kQ-_I-t1-SH;;4
cognate;;cog-nate;;kQg-n1t;;2
cognomen;;cog-no-men;;kQg-n5-mEn;;3
cogwheel;;cog-wheel;;kQg-wil;;2
cohabit;;co-hab-it;;k5-h{-bIt;;3
cohere;;co-here;;k5-h7R;;2
coherently;;co-her-ent-ly;;k5-h7-r@nt-lI;;4
cohesion;;co-he-sion;;k5-hi-ZH;;3
cohesive;;co-he-sive;;k5-hi-sIv;;3
cohort;;co-hort;;k5-h$t;;2
coif;;coif;;k4f;;1
coiffeur;;coif-feur;;kw#-f3R;;2
coiffured;;coif-fured;;kw#-fj9d;;2
coign;;coign;;k4n;;1
coil;;coil;;k4l;;1
coin;;coin;;k4n;;1
coincidence;;co-in-ci-dence;;k5-In-sI-d@ns;;4
coincidental;;co-in-ci-den-tal;;k5-"In-sI-dEn-tP;;5
coincidentally;;co-in-ci-den-tal-ly;;k5-"In-sI-dEn-t@-lI;;6
coir;;coir;;k4-@R;;2
coital;;co-i-tal;;k5-I-tP;;3
